Data Medicao,PRECIPITACAO TOTAL, DIARIO (AUT)(mm),PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB),TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C),TEMPERATURA MAXIMA, DIARIA (AUT)(°C),TEMPERATURA MEDIA, DIARIA (AUT)(°C),TEMPERATURA MINIMA, DIARIA (AUT)(°C),UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%),UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%),VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s),VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
2017-03-29,.8,925.6,13.4,21.8,16.3,13.3,83.5,63,12.3,2.9,,,,,,,,
2017-03-30,0,923.9,12.8,21.4,16.3,12.6,80.5,57,9.6,2.9,,,,,,,,
2017-03-31,0,926.1,12,22,16.4,13,76.6,49,9.4,3,,,,,,,,
2017-04-01,0,928.2,12.9,20.6,15.9,13.1,82.7,64,10.9,2,,,,,,,,
2017-04-02,0,924.4,14.1,22.8,17.3,13.2,82.1,61,10.5,3.1,,,,,,,,
2017-04-03,0,921.7,15.2,25.1,18.7,15.1,81.3,49,10.9,3.7,,,,,,,,
2017-04-04,0,919.9,15.7,23.1,19.4,16.7,79.8,65,8.7,3,,,,,,,,
2017-04-05,8.2,917.8,16.5,21,18.5,17.2,88.6,75,11.3,3.5,,,,,,,,
2017-04-06,3,920.5,15.6,21.3,18,16.6,86.7,63,7.3,1.7,,,,,,,,
2017-04-07,0,921.9,15,23.1,17.8,14,84.8,64,11,2.8,,,,,,,,
2017-04-08,0,922.7,16.1,24.2,19.3,16.1,81.9,69,12.7,5.6,,,,,,,,
2017-04-09,0,922.9,17,21.2,19.4,18.3,86.1,73,13.9,4.7,,,,,,,,
2017-04-10,2.2,919.9,17.4,26.9,21.3,18.2,79.2,59,14.1,6,,,,,,,,
2017-04-11,7.6,920.7,15.1,22.5,18.1,15.7,83.6,61,11.4,3.7,,,,,,,,
2017-04-12,4.2,925.6,11,15.4,12.6,11.1,90.1,73,9,2,,,,,,,,
2017-04-13,.6,924.6,10.1,19.1,13.3,8.5,81.5,60,8.6,2,,,,,,,,
2017-04-14,0,923.3,14.1,20.3,15.7,13,90.3,76,8.7,2.9,,,,,,,,
2017-04-15,2.8,923.4,16.4,20.6,17.3,14.5,94.8,83,5,1.8,,,,,,,,
2017-04-16,7.4,922.7,15.2,18.1,15.5,15.7,98.3,96,10,1.7,,,,,,,,
2017-04-17,18.6,924.2,13.4,18.5,14.4,12.3,93.9,72,6.6,1.3,,,,,,,,
2017-04-18,0,924.9,13.1,19.8,15.2,11.4,87.5,72,9.6,2.5,,,,,,,,
2017-04-19,0,923,12.8,21.8,16.6,13.7,78.9,55,13.9,4.8,,,,,,,,
2017-04-20,0,918.4,14.1,23,17.6,14,80.2,63,11.4,4.8,,,,,,,,
2017-04-21,.2,916,15.4,21.9,18,16.9,85.5,59,12.9,3.9,,,,,,,,
2017-04-22,4.6,922.4,10.1,17.4,13.4,9.9,81.3,61,9.5,2.1,,,,,,,,
2017-04-23,.2,925.2,9.4,18.8,12.6,7.7,82.7,49,6.3,1.7,,,,,,,,
2017-04-24,0,922.8,12.4,15.4,13.9,11.6,90.5,80,10.6,4.1,,,,,,,,
2017-04-25,27.2,917.1,14.3,16.3,15.3,13.8,94.1,86,12.7,5.1,,,,,,,,
2017-04-26,59.6,911.6,11.2,17.8,14.1,14,83.2,63,18.5,5.7,,,,,,,,
2017-04-27,0,922.3,3.3,12.8,8.6,4.8,70.2,48,12.5,3.6,,,,,,,,
2017-04-28,0,926.9,4.2,17.3,9.6,3.7,71.7,30,7.7,1.6,,,,,,,,
2017-04-29,0,928.2,5.4,18.6,12.2,5.7,64.6,40,4.8,1.3,,,,,,,,
2017-04-30,0,928.6,4.8,22.9,14.8,9,52.5,24,4.9,1.6,,,,,,,,
2017-05-01,0,927.5,7.8,20.5,14.5,10.7,65.4,42,9,3.2,,,,,,,,
2017-05-02,0,925,12.3,22.1,16.4,12.8,77.4,57,10,3.2,,,,,,,,
2017-05-03,0,924.7,13.9,22.1,16.6,12.9,84.6,62,8,2.6,,,,,,,,
2017-05-04,1,922.5,14,16.6,15.2,14.6,92.6,88,9.2,2.4,,,,,,,,
2017-05-05,10,922.3,15,20.2,16.2,13.8,93,77,6,1.5,,,,,,,,
2017-05-06,0,924.4,14.2,19.7,15.6,12.7,91.3,78,7.3,1.8,,,,,,,,
2017-05-07,0,923.2,13.9,22,17.3,14.1,81.5,60,10.3,3.8,,,,,,,,
2017-05-08,0,919,12.6,22.2,16.9,13.5,77.1,50,13,4.6,,,,,,,,
2017-05-09,0,920.4,13.9,17.8,15.3,14.8,91.8,69,7.7,2.5,,,,,,,,
2017-05-10,9,925.5,10.9,15.2,11.8,10.9,94.4,74,7.6,1.5,,,,,,,,
2017-05-11,.2,924.9,7.6,17.2,11,6.6,81.7,36,8.9,2.4,,,,,,,,
2017-05-12,.4,921.3,11.6,17.6,13.9,10.5,86.2,74,11.3,4.5,,,,,,,,
2017-05-13,2.8,916.9,13.3,17.3,14.6,13.3,91.8,79,11,3.3,,,,,,,,
2017-05-14,30,916,12.3,14.4,12.8,12,96.7,91,10.7,3.2,,,,,,,,
2017-05-15,2.6,921.5,11,15.2,12.4,10.9,91.7,72,5.3,1.5,,,,,,,,
2017-05-16,.6,923.1,10.9,15.1,11.9,10.3,94.1,81,5.4,1.3,,,,,,,,
2017-05-17,0,922.7,10.8,20.3,13.7,9.9,83.5,54,10.2,3.1,,,,,,,,
2017-05-18,0,920.6,11.9,18.7,14.5,11.2,84.5,71,14.1,5.4,,,,,,,,
2017-05-19,8.8,916.1,12.3,20.8,16.1,12.6,79.3,63,19.2,6.5,,,,,,,,
2017-05-20,0,919,13.3,21.7,16.7,14.1,80.8,62,13.6,5.6,,,,,,,,
2017-05-21,33.8,920,12.8,17.1,14,13.2,92.5,69,12.1,2,,,,,,,,
2017-05-22,3.4,924.3,8.7,15.9,11.3,6.9,85,60,4.9,1.1,,,,,,,,
2017-05-23,0,924.7,9,15.4,12.2,9.2,81.5,62,10.8,4.5,,,,,,,,
2017-05-24,4.6,922.4,13.8,21.1,16.3,11.4,85.2,73,18.3,5,,,,,,,,
2017-05-25,3.4,921.1,17.4,23.4,19.7,14.4,86.3,77,10.5,4.2,,,,,,,,
2017-05-26,44.8,921.5,16.7,21.5,18,17.1,92.8,81,13.2,3.3,,,,,,,,
2017-05-27,95.2,926.3,13.3,14.1,13.5,13,98.5,93,12,2,,,,,,,,
2017-05-28,23.2,924.9,13.9,17.6,15,12.8,93,85,15.3,3.9,,,,,,,,
2017-05-29,9.4,924.2,14.3,16.8,15.1,15.1,95.3,85,11,3.4,,,,,,,,
2017-05-30,3.4,925.3,11.3,12.6,11.5,10.1,98.8,94,6,1.1,,,,,,,,
2017-05-31,null,null,null,12.2,null,10.9,98.8,96,8,null,,,,,,,,
2017-06-01,null,null,null,null,null,null,null,93,11.5,null,,,,,,,,
2017-06-02,null,null,null,null,null,null,90.2,71,5.7,null,,,,,,,,
2017-06-03,null,null,null,null,null,null,76.5,62,11,null,,,,,,,,
2017-06-04,5,null,null,13.6,null,11.5,90.1,80,9.6,null,,,,,,,,
2017-06-05,null,null,null,null,null,null,null,99,5.1,null,,,,,,,,
2017-06-06,null,null,null,null,null,null,null,99,4.1,null,,,,,,,,
2017-06-07,null,null,null,null,null,null,94.2,77,6.6,null,,,,,,,,
2017-06-08,null,null,null,18.5,null,13.2,93.2,86,16.8,null,,,,,,,,
2017-06-09,null,null,null,null,null,null,null,86,10.4,null,,,,,,,,
2017-06-10,null,null,null,null,null,null,80.2,67,12.1,null,,,,,,,,
2017-06-11,0,922.4,6,17.9,9.4,4.4,81.2,42,6,2.1,,,,,,,,
2017-06-12,.2,923,8.5,14.7,10.2,6.3,89.7,72,5.3,1.3,,,,,,,,
2017-06-13,0,923.9,8.9,19.1,12.2,8.8,81.8,45,8.9,2.6,,,,,,,,
2017-06-14,.2,927.2,8.3,19.9,12.8,7.8,75.5,49,7.1,1.8,,,,,,,,
2017-06-15,0,927.3,10.4,19.8,14,10.6,79.4,60,12.3,4.7,,,,,,,,
2017-06-16,0,923.6,11.7,20.7,15.6,12.7,78.5,61,9.5,4.5,,,,,,,,
2017-06-17,0,920,12,23.7,17,12.6,73.2,53,9.1,4.2,,,,,,,,
2017-06-18,0,918.5,11.5,23.9,16.7,15.2,73.5,53,13.6,4.4,,,,,,,,
2017-06-19,7.4,925.1,3,8.3,3.8,3,94.8,87,10.1,2.9,,,,,,,,
2017-06-20,null,928.9,2.5,9.4,null,.5,84.5,54,6.1,1.6,,,,,,,,
2017-06-21,.2,928.6,8,16.5,10.6,3.6,84.6,68,11.2,4.7,,,,,,,,
2017-06-22,0,926.6,10.1,21.8,14.5,9.9,77,47,12,4.3,,,,,,,,
2017-06-23,0,927.7,11.6,22,15.9,11.9,76.4,56,11.6,4.8,,,,,,,,
2017-06-24,0,928.7,10.8,22.1,16.1,11.9,71.8,50,10.8,3.8,,,,,,,,
2017-06-25,0,929,10.4,21,15.4,11.3,73.4,49,8.6,3.4,,,,,,,,
2017-06-26,null,926.7,8.7,17.7,null,8.8,73.3,55,13,3.9,,,,,,,,
2017-06-27,null,null,null,null,null,null,66.5,51,14.9,null,,,,,,,,
2017-06-28,null,null,null,null,null,null,66.4,47,9,null,,,,,,,,
2017-06-29,null,null,null,21.5,null,13,62.7,46,10.5,null,,,,,,,,
2017-06-30,null,null,null,null,null,14,null,67,5.4,null,,,,,,,,
2017-07-01,null,null,null,null,null,null,83.8,68,5.3,null,,,,,,,,
2017-07-02,null,null,null,null,null,3.4,null,91,3.8,null,,,,,,,,
2017-07-03,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-07-04,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-07-05,null,null,null,null,null,null,null,70,null,null,,,,,,,,
2017-07-06,null,null,null,null,null,null,63.9,47,10,null,,,,,,,,
2017-07-07,null,null,null,19.2,null,10.2,63.5,48,10.1,null,,,,,,,,
2017-07-08,null,929.1,9.1,19.8,null,10.8,69.2,50,11.2,3.9,,,,,,,,
2017-07-09,null,null,null,18.2,null,12,76.5,63,9.5,null,,,,,,,,
2017-07-10,null,null,null,null,null,null,74.6,50,7.1,null,,,,,,,,
2017-07-11,null,null,null,null,null,13.7,85.7,72,6.3,null,,,,,,,,
2017-07-12,null,null,null,null,null,null,73.5,51,8.4,null,,,,,,,,
2017-07-13,null,null,null,null,null,null,null,35,11.2,null,,,,,,,,
2017-07-14,null,null,null,null,null,null,null,51,8.9,null,,,,,,,,
2017-07-15,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-07-16,null,null,null,null,null,null,null,46,13.8,null,,,,,,,,
2017-07-17,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-07-18,null,null,null,null,null,null,null,37,6.9,null,,,,,,,,
2017-07-19,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-07-20,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-07-21,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-07-22,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-07-23,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-07-24,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-07-25,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-07-26,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-07-27,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-07-28,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-07-29,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-07-30,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-07-31,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-08-01,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-08-02,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-08-03,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-08-04,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-08-05,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-08-06,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-08-07,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-08-08,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-08-09,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-08-10,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-08-11,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-08-12,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-08-13,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-08-14,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-08-15,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-08-16,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-08-17,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-08-18,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-08-19,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-08-20,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-08-21,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2017-08-22,null,null,null,null,null,null,null,37,12.2,null,,,,,,,,
2017-08-23,0,924,11,24.6,16.2,10.2,72.5,52,18,6.4,,,,,,,,
2017-08-24,0,924,13.5,27,19.4,13.6,70.8,45,13,5.1,,,,,,,,
2017-08-25,0,923.5,12.7,26.9,19.8,13.6,66.1,35,9.9,4.4,,,,,,,,
2017-08-26,0,922.6,11.6,24.4,17.5,12.6,70.8,37,13.2,4.7,,,,,,,,
2017-08-27,0,922.7,13.5,20.2,16.2,13.5,84.4,70,12.1,2,,,,,,,,
2017-08-28,.6,922.5,14.6,25.8,18.9,14.3,78.1,47,7.2,2.2,,,,,,,,
2017-08-29,0,921.1,14,28.5,21.7,16.5,63,41,9.8,3.7,,,,,,,,
2017-08-30,0,921.9,11.4,23.5,16.2,18.5,74.4,50,9.6,2.9,,,,,,,,
2017-08-31,4,927.8,8.8,18.2,11.2,7.2,85.8,59,10.5,2.2,,,,,,,,
2017-09-01,0,927.4,10.9,24.5,16.6,9.6,70.6,51,14.5,6.1,,,,,,,,
2017-09-02,0,927,11.8,27.8,19,12.7,65.5,36,10.5,4.7,,,,,,,,
2017-09-03,0,925.2,11.5,27.8,20.1,12.7,60.3,35,11.3,4.2,,,,,,,,
2017-09-04,0,923,13,29,21.2,16.2,62.1,32,13.6,4.8,,,,,,,,
2017-09-05,0,925,13.4,20.2,16,14.5,85.2,65,7.4,1.5,,,,,,,,
2017-09-06,3.2,924.9,13.2,21.8,14.8,11.3,90.4,62,9,2.2,,,,,,,,
2017-09-07,0,923.5,13.1,27,20.1,12.2,66.2,35,9.2,3.2,,,,,,,,
2017-09-08,0,921.3,12.9,27.4,20.2,16.5,64,30,7.9,2.9,,,,,,,,
2017-09-09,0,921.4,13.1,28,21.4,17.2,60.3,30,6.8,2.4,,,,,,,,
2017-09-10,0,919.2,11.3,30.6,23.4,18.6,48.6,25,13.1,5.4,,,,,,,,
2017-09-11,0,920.9,13.7,24.3,20.3,20.2,66.7,45,14.5,5.2,,,,,,,,
2017-09-12,.4,925.8,12.3,18,12.7,10.5,97.5,78,6.6,1.6,,,,,,,,
2017-09-13,.2,922.9,14.6,23,16.5,10.8,89.3,72,7,2.1,,,,,,,,
2017-09-14,0,919.1,13.6,27.7,19.8,14.4,71.1,30,15.4,4.3,,,,,,,,
2017-09-15,23.8,926.2,12.8,17.1,13.1,11.8,98.4,96,8.3,2.2,,,,,,,,
2017-09-16,55.2,926.3,12.3,13.7,12.6,10.7,98.7,98,7.1,1.5,,,,,,,,
2017-09-17,41.6,926.5,12.6,15.5,12.8,12.2,98.6,96,7.9,2,,,,,,,,
2017-09-18,7.2,926.4,12,15.9,12.5,9.9,96.8,86,7.2,1.3,,,,,,,,
2017-09-19,.2,925.1,14.9,23.3,16.7,11.2,89.9,64,6.9,2.3,,,,,,,,
2017-09-20,.2,925.2,14.3,30.1,21.5,15.5,67,26,7.6,2.5,,,,,,,,
2017-09-21,0,924.2,9.3,28.6,21.7,16,47,18,7.7,2.9,,,,,,,,
2017-09-22,0,921.9,12.5,29.1,20.6,16.2,62.2,33,8,2.5,,,,,,,,
2017-09-23,7.6,925.4,13.8,15.8,14,13.8,98.2,98,7.2,1.7,,,,,,,,
2017-09-24,6.6,926.4,13.2,21.5,15.2,12,89,66,11.4,2.6,,,,,,,,
2017-09-25,.2,925.8,13.9,25.1,17.5,13,80.6,53,11,4,,,,,,,,
2017-09-26,0,922.9,14.5,25.5,18.9,13,76.8,46,7.5,2.4,,,,,,,,
2017-09-27,0,920.3,13.8,20.7,17.7,14.7,78.3,64,10.4,3.1,,,,,,,,
2017-09-28,15,925,12.9,16.2,13.2,13.2,98.2,96,7,1.7,,,,,,,,
2017-09-29,13.8,924.5,10.1,14.7,11.7,10.5,89.9,75,12.7,4,,,,,,,,
2017-09-30,16.2,914.9,13,18.8,14.2,11.4,92.7,76,10.3,3.3,,,,,,,,
2017-10-01,1.2,908.7,14.3,25.8,17.7,12.8,83,48,25.4,3.9,,,,,,,,
2017-10-02,12.2,910.7,10.5,14.5,11.8,11.1,91.9,79,12.8,3.6,,,,,,,,
2017-10-03,4.4,918.6,5.5,17.7,11.5,7,70.5,36,11.5,3.9,,,,,,,,
2017-10-04,0,922.7,5.3,24.2,16.3,7.8,52.3,21,9.9,3.8,,,,,,,,
2017-10-05,0,918.7,7.6,26.8,19.4,13.4,47.4,30,15.4,6.1,,,,,,,,
2017-10-06,0,920.9,14.7,21.8,18.6,18.2,79.4,51,11.2,3.8,,,,,,,,
2017-10-07,19,925.9,12,19.5,14.8,12.1,85,56,10.5,2.3,,,,,,,,
2017-10-08,10.4,922.1,11.7,19.6,13.8,11.7,87.3,71,12.1,3.7,,,,,,,,
2017-10-09,5.4,917.3,14.8,21.3,17.3,12,85.9,73,10.9,3.7,,,,,,,,
2017-10-10,0,919,17,22,18.1,16.3,93.5,73,9.5,1.4,,,,,,,,
2017-10-11,7.8,918.5,15.8,18.7,16.4,15.2,96.2,85,12.7,2.8,,,,,,,,
2017-10-12,54.2,919.5,15.7,18.1,16.2,15.2,96.9,91,12,3.3,,,,,,,,
2017-10-13,22.4,917.7,16.8,21.7,18.5,16,90.4,81,16.7,5.4,,,,,,,,
2017-10-14,13.6,922,12.5,15.2,12.7,12.2,98.1,94,8.6,1.9,,,,,,,,
2017-10-15,8.8,926.1,9.5,18,12.7,8.1,82.1,59,7.1,1.7,,,,,,,,
2017-10-16,0,925.3,11.5,25,16.8,10.3,73.8,44,11.2,4.3,,,,,,,,
2017-10-17,0,922.6,12,28.3,19.4,13.1,64.7,36,13.8,5.7,,,,,,,,
2017-10-18,0,919.8,15.8,26.7,20.6,16,74.7,57,11,3.7,,,,,,,,
2017-10-19,33.6,918.2,15.4,21.6,17,15.3,90.4,75,18.9,3.7,,,,,,,,
2017-10-20,.4,920.7,12.8,21.6,15.7,9.6,83.5,62,8.3,2.3,,,,,,,,
2017-10-21,0,917,15,19.3,16.8,15.1,89.3,78,13.6,4.3,,,,,,,,
2017-10-22,16.6,921.2,8.6,16.4,12.2,9.9,80.8,42,12.3,3.3,,,,,,,,
2017-10-23,.6,924.6,3.7,16.5,10.5,3.9,65.9,31,7.9,1.8,,,,,,,,
2017-10-24,0,923,10.4,23.3,14.7,7.9,77.3,37,8.7,2.7,,,,,,,,
2017-10-25,0,920.5,11.1,20.3,16,13.3,73.5,46,14.6,4.1,,,,,,,,
2017-10-26,0,916.7,14,22.8,17.4,12.2,80.9,65,7.9,2.3,,,,,,,,
2017-10-27,35.6,912.1,16,22,18.2,15.7,87.1,67,8.3,2.9,,,,,,,,
2017-10-28,1.2,912.3,12.6,19.2,15.2,13.8,84.9,69,12.2,4.1,,,,,,,,
2017-10-29,1.6,917.5,14,21.3,15.8,11.1,89.9,75,12.2,2.3,,,,,,,,
2017-10-30,0,915,14.9,22.3,18,14.9,82.3,59,11.3,2.9,,,,,,,,
2017-10-31,2.4,920.5,10,18.1,13.6,10.2,80.4,52,9.9,2.3,,,,,,,,
2017-11-01,.2,923.7,5.2,20.9,13.5,6.3,59.5,34,9.1,2,,,,,,,,
2017-11-02,0,922,6.9,28.1,17.8,10.4,52.5,19,11.5,4.8,,,,,,,,
2017-11-03,7.8,917.7,13.7,20.4,17.1,13.4,80.9,66,17.9,4.4,,,,,,,,
2017-11-04,14.4,915.8,13.8,17,14.8,14.9,94,82,10.3,2,,,,,,,,
2017-11-05,25.4,921.6,10.1,18.1,13.1,9,83.4,56,10.3,1.9,,,,,,,,
2017-11-06,.2,922.7,11.3,20.6,14.9,10.9,79.8,65,10.4,3.1,,,,,,,,
2017-11-07,0,920.9,12.6,23.2,16.6,12.4,78.4,51,10.4,3.6,,,,,,,,
2017-11-08,0,918.6,12.9,21,16.3,14.8,81,60,12.2,4.4,,,,,,,,
2017-11-09,4.6,918.1,15.6,23.9,18.1,14.2,86.2,66,10.2,3.8,,,,,,,,
2017-11-10,37,916.9,13.6,17.9,14.7,14.4,93.8,68,10.5,1.3,,,,,,,,
2017-11-11,17.2,915.2,8.9,22.3,15.4,8.6,70.5,34,13.5,3.2,,,,,,,,
2017-11-12,0,915.2,6.2,19.8,15,10.1,57.1,33,13,3.4,,,,,,,,
2017-11-13,0,919.5,9.2,23,16,9.2,68.7,28,6.7,1.4,,,,,,,,
2017-11-14,0,920.7,9.6,24.9,18.5,11.2,57.2,36,7.4,1.8,,,,,,,,
2017-11-15,0,916.8,9.1,29.7,22.4,16.1,45.6,24,11.5,4.6,,,,,,,,
2017-11-16,0,916.4,12.5,25.6,18.9,17.3,68.9,38,11.4,2.8,,,,,,,,
2017-11-17,23.2,915.7,14.6,20.1,15.4,12.4,95,79,7.4,1.4,,,,,,,,
2017-11-18,12.4,913.5,15.1,20.5,16.7,14.3,90.4,72,12.9,2.9,,,,,,,,
2017-11-19,2.2,917,9.8,20.5,14.3,9.4,77.5,43,9.4,2,,,,,,,,
2017-11-20,0,918.9,9.9,24.3,16.6,9.6,67.1,39,8.1,1.8,,,,,,,,
2017-11-21,0,917,13.5,23.5,16.3,15.8,84.2,64,15.6,3.7,,,,,,,,
2017-11-22,32.6,918.9,9.6,16.3,11.8,9.6,87.9,55,10.4,2.3,,,,,,,,
2017-11-23,.4,919.2,7.6,23.3,14.5,6,65.8,32,8.9,2.2,,,,,,,,
2017-11-24,0,920,12.5,27,18.2,13.5,73.8,31,9.8,3.1,,,,,,,,
2017-11-25,0,919.6,13.4,19.7,14.9,12,90.9,65,9.4,2.4,,,,,,,,
2017-11-26,79.6,915.1,14.3,18.7,15.2,14,94.1,74,9.4,2.6,,,,,,,,
2017-11-27,.6,919.5,12.5,22.8,16.6,10,79.5,40,7.7,1.5,,,,,,,,
2017-11-28,.2,923.9,13.7,20.8,15.7,11.8,88.5,65,8.1,1.7,,,,,,,,
2017-11-29,0,921.6,13.9,21.9,16.7,13,83.8,58,8,2.7,,,,,,,,
2017-11-30,0,918.5,13.3,21.2,16.7,14.6,80.5,65,13.9,4.2,,,,,,,,
2017-12-01,0,918.8,13.5,22.7,17.5,14.2,77.9,59,13,3.8,,,,,,,,
2017-12-02,0,919,14.1,26,19.4,14.5,73.6,47,11.3,3.8,,,,,,,,
2017-12-03,0,917.2,15.1,24.3,18.8,15.9,79.7,58,10.4,3.8,,,,,,,,
2017-12-04,12,918.3,16.5,19.2,17,16.2,96.7,88,6.7,1.4,,,,,,,,
2017-12-05,7.2,921.8,15.9,20,16.7,14.9,95,85,9,1.7,,,,,,,,
2017-12-06,.4,918.8,17.2,27.6,21.3,16,78.5,54,11.7,3.6,,,,,,,,
2017-12-07,0,915.8,17.9,23.9,19.9,19.3,88.7,71,10,3.2,,,,,,,,
2017-12-08,15.4,915.9,15.8,23.4,18.6,15.2,84.9,59,8.1,1.6,,,,,,,,
2017-12-09,0,915.6,14.2,24.9,18.7,12.3,76.8,42,7.1,2.2,,,,,,,,
2017-12-10,.2,913,13.2,28.4,20.8,13.6,67.5,32,12.5,3.1,,,,,,,,
2017-12-11,0,916.9,12.6,23.6,15.8,12.9,82.1,49,13,1.9,,,,,,,,
2017-12-12,0,921.2,11.8,22.8,16.1,10.1,76.7,51,8.8,2.5,,,,,,,,
2017-12-13,0,921,12.3,29.5,20.1,12.8,64.1,27,10.8,3.4,,,,,,,,
2017-12-14,0,920.6,15.8,28.9,22.7,18.1,66,47,10,3.7,,,,,,,,
2017-12-15,0,920,15.2,26.5,21,15.6,70.1,52,8.8,1.9,,,,,,,,
2017-12-16,0,917.6,16.3,30.8,23.6,18,66.8,32,9.6,3.3,,,,,,,,
2017-12-17,0,917.4,17.8,30.4,23.1,21,73.5,49,17.1,4.6,,,,,,,,
2017-12-18,24.4,924.1,14.4,20.1,14.7,13.4,97.7,77,10,2.3,,,,,,,,
2017-12-19,2.4,923,16.2,26.2,19.3,13.6,82.9,66,11,3.2,,,,,,,,
2017-12-20,.2,919.7,17.7,23.4,19.5,17.7,89.7,72,10.3,3.2,,,,,,,,
2017-12-21,14.4,918.3,17.3,25.4,20.7,16.1,81.8,63,8.4,2.4,,,,,,,,
2017-12-22,.2,917.3,17.4,28.4,21.9,17,76.1,49,8.9,3.2,,,,,,,,
2017-12-23,0,914.5,18.9,27.2,21.9,20.4,83.6,65,11.6,4,,,,,,,,
2017-12-24,77.6,916.3,15.9,20.2,16.2,16,98.2,95,13,2.6,,,,,,,,
2017-12-25,31.8,919.8,13.7,20.8,15.4,11,90,72,7.3,1.7,,,,,,,,
2017-12-26,.2,919.7,16,26.4,18.9,13,84.3,57,9.1,3.1,,,,,,,,
2017-12-27,0,920.3,17.8,27.3,21.6,17,79.8,56,8.7,2.4,,,,,,,,
2017-12-28,0,919.8,17.6,26.5,21.2,16.7,80.6,62,7.1,2.7,,,,,,,,
2017-12-29,0,917.9,17.4,23.6,19.8,18.8,86.1,71,9.5,3.1,,,,,,,,
2017-12-30,18.2,915.3,16.9,25,19.6,17.2,85,61,8.9,2.9,,,,,,,,
2017-12-31,18.4,914.9,17.3,26.1,21,16.4,80.1,62,8.7,2.9,,,,,,,,
2018-01-01,0,915,18.2,26.2,20.8,17.8,85.2,68,9.5,3.2,,,,,,,,
2018-01-02,2,911.5,17.4,22.8,18.7,17.9,92.2,71,8.8,2.7,,,,,,,,
2018-01-03,10,914.5,13.2,24.6,18.8,12.9,74,37,10.5,2.4,,,,,,,,
2018-01-04,0,918.9,11.7,27.3,20.6,13.8,61.5,25,6.9,1.7,,,,,,,,
2018-01-05,0,918.8,14.3,29.3,23,17.8,59.5,34,12.6,3.9,,,,,,,,
2018-01-06,6.4,920.2,16,23.9,18.8,16.3,84.7,59,8.9,1.9,,,,,,,,
2018-01-07,.8,923.5,14.1,21.6,16.4,12.7,87,70,8.4,2.2,,,,,,,,
2018-01-08,0,925,14.1,24,17.8,14.3,79.8,63,11.3,3.5,,,,,,,,
2018-01-09,0,925.5,14.8,24.5,18.6,13.7,79.2,64,11.8,3.4,,,,,,,,
2018-01-10,0,924.7,16.5,24.2,19.7,18.2,82.3,64,13.3,4.5,,,,,,,,
2018-01-11,11,922,18.1,23.9,19.5,17,91.7,73,9.9,2.7,,,,,,,,
2018-01-12,1.8,918.3,17.9,23.5,19.4,17,91,68,8.6,2.1,,,,,,,,
2018-01-13,2.8,915.3,17.7,26.9,20.5,15.8,84.8,64,12.2,2.4,,,,,,,,
2018-01-14,17.2,915.3,18.9,26.7,21,17.4,88.6,61,9,3.2,,,,,,,,
